user,lat,lon,user, tweetid, tweetcontent, date
60443903,40.824584,-73.944458,60443903,10490520454,@admirable_JULI3 YEAH BORED!!!!,2010-03-14 18:30:03
45278080,33.519021,-80.791351,45278080,10611146675,Grr the mf pisses me off  http://myloc.me/4U02Y,2010-03-17 2:30:38
23986211,34.051157,-117.704864,23986211,10233942903,I Am SOOO Happy Right Now!!! I Love My Buddy @Sc0rpi0n676 For Giving Me The Latest Phoenix Album... I Desperately Wanted It! Soooo Good!!,2010-03-09 13:18:51
19308582,33.771886,-81.91988,19308582,9604529559,@Illastrate8 @one66soul @HazeOnTheTrack Wow Thats Funny!!,2010-02-24 19:58:10
3582641,28.723639,-81.488991,3582641,10536400052,I find it interesting that it is called the 'Self Executing Rule'.  The IRONY!  :),2010-03-15 16:41:56
44417065,41.630649,-81.413265,44417065,10326710763,Job pissing me off. Still backwards as fuck.....side notw wtf the IRS sending me certified mail!!! Can't b good!,2010-03-11 9:27:55
34553898,29.550625,-98.571764,34553898,9771897915,Why my throat feel drrrrrrrry.......like I aint drank no water in dayyyyyys,2010-02-28 4:24:42
57057287,43.04223,-88.1238145,57057287,7305567130,Time flies when ur always having fun...,2010-01-02 12:08:26
27025453,40.694453,-73.863182,27025453,9880358661,@DonnieWahlberg LOVE YOU!!!!!!!!!!!!,2010-03-02 10:10:20
18604078,41.622463,-87.587884,18604078,10140921358,"@sevenoneelz  I always say Magic is my ""favorite.""",2010-03-07 17:19:44
30130761,40.815998,-72.968097,30130761,9951775492,"Working hard in the Lab , Stay Tuned !! http://tweetphoto.com/13167360",2010-03-03 19:44:16
76685360,25.87659,-80.353451,76685360,10377033192,@gnarleybynature this is a risk I'm willing to take lol it will make us bond lol,2010-03-12 9:40:19
23978034,42.377084,-71.002366,23978034,9479879251,"Cool! RT @rshevlin: Big thx to NPR for running my quote re: the ""airlineification of the credit card industry"" http://bit.ly/d40Mwz",2010-02-22 9:18:10
25133107,37.676262,-120.946885,25133107,8576679152,Bri just gave me the best news ever! love her! excited,2010-02-02 0:00:00
29491253,41.879214,-87.638769,29491253,10596386094,@WOLF_3D But I don't like gum.  :(,2010-03-16 19:46:15
12976182,34.575743,-98.395647,12976182,9952850585,OMG just ate the best teriyaki burger ever!,2010-03-03 0:00:00
27787319,40.794021,-73.933293,27787319,9756307466,So I'm having a great day with my wife to be... She said yes. :-),2010-02-27 20:02:43
22290488,39.383602,-76.55433,22290488,8009309176,"@PJ_White - ok, now THAT was funny!!! finally..........#gottamesswithu",2010-01-20 19:48:19
21282873,34.514078,-84.933484,21282873,10349157985,Okay for a second there I thought I was going to be pissed #AmericanIdol,2010-03-11 19:25:23
29548602,38.815266,-77.438777,29548602,10443237553,WhoRT @lopezad: can't wait to see my babyyyy :),2010-03-13 17:24:55
15470602,33.439932,-82.013003,,,,
15333450,36.16848,-86.801025,15333450,10595809420,@walrusoct9 oh don't worry about it at all!! :) I'm glad you had fun!,2010-03-16 19:32:34
28590143,26.30922,-80.275692,28590143,9683151782,RT @seanWill: Aren't u glad it's Friday @PrincessLex0904 yes baby,2010-02-26 9:45:51
43616441,30.588081,-96.337821,43616441,10228208785,RT @k_haddy: It's gorgeous outside.--yes!!! Perfect pool weather! Lol,2010-03-09 0:00:00
54435905,36.78062,-76.013787,54435905,9676304277,I'm so happy it's friday I'm gonna knock these two classes out get my hair done and then road trip to northern va,2010-02-26 6:53:04
38068292,35.78201,-83.459258,38068292,10335871061,Today is my birthday. 29. Hooray.,2010-03-11 13:20:36
40869957,40.584613,-73.926716,40869957,10434343530,"@MzTallGlass I'm here, chillin. Feelin great today, how u?",2010-03-13 13:08:29
33144902,25.963029,-80.183631,33144902,10059635377,20. No sueñe con tener amigas. #paraenamorarunamujer,2010-03-05 22:42:08
74891335,40.639342,-73.891641,74891335,10297705366,@Tia_Fiyah I need a nap,2010-03-10 18:47:02
28459082,47.134771,-122.43423,28459082,10258697650,That was nice #lost,2010-03-09 23:51:47
20439116,33.51939,-84.330495,20439116,9152933870,"@Kingarthur1079 @Arkeedah ...LMAO... You have a perfect shaped head, don't listen to the Hater...",2010-02-15 13:34:41
25518157,40.879546,-73.883708,25518157,8942601112,#shooturself if u laugh at people who fell in the snow today but uve fallen more then a few times in UR LIFETIME...YEA IM TALKIN TO U lol,2010-02-10 20:48:44
25231438,36.079604,-79.775606,25231438,10314053115,@EvrybdyHatesMal YEA IM GOOD HOMIE,2010-03-11 2:46:54
21766225,41.99072,-87.808092,21766225,10006705657,I love the Beat to Over by Drake... I just need to get in2 the lyrical content then I can say if I like the new song or not..,2010-03-04 21:34:58
16982099,33.946192,-118.24271,16982099,10546781431,OMG... This is a day I will never forget!!! My album is finally DONE!!!! THANK YOU JESUS!!!,2010-03-15 20:49:03
34078804,29.727996,-95.364046,34078804,10389890994,RT @mrjaycurtis: RT @QueenKong7: I HATE apartment hunting**What happened to the loft?<Nothing just looking at (cont) http://tl.gd/g0a89,2010-03-12 15:04:37
36429909,28.039656,-81.724764,36429909,10442865262,Jus finished mi photo shoot feelin great,2010-03-13 17:14:44
48341078,43.026405,-78.793165,48341078,10255958721,RT @cclarke32: Its unbelieveable how much I can't wait for it to be 5pm on Friday,2010-03-09 22:27:51
19521623,36.075207,-119.060665,19521623,10486320795,@Alexchapel I knowww! It was so good! I wish you were there to enjoy it with me! You need some good all 'merican food asap!,2010-03-14 16:40:53
32235608,41.199088,-73.720361,32235608,9969272642,Ughhh I'm tired!,2010-03-04 0:00:00
67346522,40.793071,-73.941371,67346522,10524053108,@NyMpHoNikk I'm not mad lol,2010-03-15 11:15:51
22814811,41.175005,-81.79334,22814811,10582481553,I feel crappy again!,2010-03-16 13:51:05
19251293,32.408733,-81.780135,19251293,10413068980,Thank God for love and laughter and all the hard times that make me appreciate them both! #blessed BEYOND MEASURE,2010-03-13 1:40:39
28147809,36.066922,-115.17961,28147809,10261284437,I LOVE MY PARENTS #IMJUSTSAYIN,2010-03-10 1:29:03
60842082,36.126459,-79.797817,60842082,10500610240,I love flavored lip gloss...#thatsall,2010-03-14 22:41:26
27263077,42.172913,-88.001583,27263077,9812536518,I'm actually kinda sad the Olympics are over,2010-02-28 0:00:00
25075814,40.717172,-73.783083,25075814,10257522115,Its epic in here...@iamdiddy  playin ready to die,2010-03-09 23:13:14
50151441,33.435232,-112.031484,,,,
17391720,33.599079,-84.468986,17391720,9547472689,RT @MIZZ3RICA: Some people make the world special just being in it   :  )<---awwww...Thanks!,2010-02-23 17:07:18
28278889,29.166989,-80.988343,28278889,10348638908,RT @calexisj: I'm ready to have funnnn!,2010-03-11 19:13:08
36765804,42.25803,-83.66899,36765804,10383329081,"Finding jeans is so hard for me. But I just found 2 pairs that are perfect, only 20 bucks a pop.",2010-03-12 12:11:08
18202735,40.697557,-73.944933,18202735,10228213498,Need more sleep but I gotta grind hard,2010-03-09 10:47:42
28336241,36.034659,-86.642132,28336241,10421096203,is catching up on all the CSI shows I have missed this morning. Joys of internet. Who needs cable?,2010-03-11 11:33:39
16244851,37.29365,-122.403821,16244851,10331905528,"Attention:  I have awesome clients!  That is all, you can move along now.",2010-03-05 0:00:00
37748106,25.888057,-80.366384,37748106,10030650603,"Good to know it's all a game. Disappointment has a name, it's heartbreak warfare.",2010-03-15 21:35:32
46803646,28.176878,-82.314065,,,,
59286470,36.063044,-79.771817,59286470,10549008449,Man got me hurting over here RT @trublackstar: Me too... I'm having spasms RT @vinnodiesel: p90 got me feeling terrible...,2010-03-06 0:00:00
31047801,26.496713,-80.076123,31047801,3970993541,@1Omarion i saw u in the preview wats up wit that?  so jealous,2010-03-14 1:10:39
30597242,32.543194,-94.730438,30597242,10103860000,@kristenrene22 that's good.. I am just chillin. Just finished playing basketball..,2010-03-06 0:00:00
17793147,43.189033,-88.712389,17793147,10460493563,"i love that movie.<3 (: RT @xo_Paigee: ""Phils are much more predictable then mitches""-elizabethtown haha:)",2010-03-07 0:00:00
69055850,34.054276,-118.013168,69055850,10103883913,Super Happy!!! Can't stop smiling ?,2010-03-09 22:09:19
25421698,40.302753,-79.54624,25421698,10127475767,Am I the only one who misses football on sundays,2010-03-08 19:30:50
61530243,32.726275,-117.172576,61530243,10255271798,@AndrewDonohue You think that was fun? It was nowhere near as awesome as when they threw him in!,2009-12-12 20:03:07
45596804,26.63025,-81.969019,45596804,10198384465,I would like to thank Everyone For the birthday wishes It was so nice to hear from all of you! http://myloc.me/4AKDV,2010-03-10 23:01:34
17752197,36.724688,-95.984412,17752197,6616275866,I'm so awesome!,2010-02-26 14:36:20
32465031,40.651147,-73.934083,32465031,10308036213,@iamdiddy that was a very nice party last night that was a good look keep up the good work thanks,
26009737,40.660646,-73.889982,26009737,9695357456,RT @KingChedda: I need a vacation I swear!!!!--son I'm goin on mines I'm in the A next month!!!!!,
21145473,43.674316,-79.415703,21145473,9815232566,"Thanks for coming out to out show tonight @fillerproof,, next time well give better directions! Great seeing u!",2010-03-01 0:00:00
24912011,33.821536,-84.353651,24912011,10250482267,Lov my nail.  just got it done  http://tweetphoto.com/13856375,2010-03-09 20:13:58
43788691,26.028346,-80.288268,43788691,9879784302,"Morning morning morning, been up since 6am, sometimes it feels like torture, but I thank god I've got a job!",2010-03-02 0:00:00
33644685,38.962022,-77.087903,33644685,10405564490,For the past few days I've had the appetite of... A mosquito... Who has no appetite. #GastricShrug,2010-03-12 21:44:54
26869903,40.627034,-74.047799,26869903,10543380130,Awww thanx@ RT @jumidada: Happy Birthday Dad!!! :o) RT @toriajibade: Today is my dad's birthday. Happy Birthday Daddy!!! We love u,2010-03-15 19:33:39
52322449,33.994982,-84.338312,52322449,10037603845,"2day is a GREAT day. If 2day hasn't been good for u, turn it around! U can do it!",2010-03-05 13:08:32
67199122,39.362134,-74.443805,67199122,10049264611,In route toTowson to pick up @jawhattt then its DC chillin with my favssssss!!,2010-03-05 18:12:37
68486510,25.767385,-80.200779,68486510,10448137574,Don't miss the good times... RT @VforValissa: @Farrington_G baghhhh cant make up my mind :/,2010-03-13 19:36:12
42647703,40.04492,-75.154907,42647703,10519894281,I'm so bad at being mad at people lol no one takes me seriously when I'm fa real pissed off,2010-03-15 9:34:19
26624397,43.097086,-75.180448,26624397,9547286402,Wow. Laying down. Waiting.... http://myloc.me/471c3,2010-02-23 0:00:00
24060057,37.78801,-122.397332,24060057,10355008433,I might just be gettin nicer.......,2010-03-11 21:46:49
29663386,33.781476,-118.194959,29663386,10296197996,The best candy in the world...  http://tweetphoto.com/13948442,2010-03-10 18:10:45
16572572,32.619597,-85.46888,16572572,10144234564,Laying here not feeling well at all....also thinking back on today's message in church about success and compassion.,2010-03-07 18:41:57
60809373,42.461387,-83.195382,60809373,10471653502,@dertyslilsis what up doe I'm bout to cook some brekfast eggs grits and bacon,2010-03-14 9:48:47
34521247,40.697247,-73.943149,34521247,10407486191,@FeeOnDemand I know smhhhh I don't like these noodles & it doesn't have enough flavor :-/,2010-03-12 22:36:11
22390128,39.984679,-104.880067,,,,
61644962,29.746575,-95.390336,,,,
26024646,40.858568,-73.909492,,,,
27451559,41.600112,-83.67528,,,,
66017991,40.732058,-73.287905,,,,
14532780,36.146848,-86.798712,,,,
20526450,29.72043,-95.34977,,,,
18776240,42.251164,-85.599809,,,,
2504051,38.883088,-77.102952,,,,
78364852,33.956994,-84.125319,,,,
73047096,29.739598,-95.776513,,,,
37683386,40.683796,-73.852985,,,,
43221180,45.40338,-122.773731,,,,
27910333,33.336229,-79.646292,,,,
26411199,40.74721,-73.891338,,,,
15581376,35.861363,-81.494546,,,,
27485300,40.716105,-73.764395,,,,
16015555,34.762066,-82.317557,,,,
27280758,40.816957,-76.852349,,,,
25602828,40.677224,-73.770553,,,,
27934919,33.821318,-117.535621,,,,
19300553,40.451472,-79.943098,,,,
75677899,43.638283,-79.405037,,,,
22454476,40.679648,-73.954631,,,,
46776525,40.976434,-80.327695,,,,
79806670,42.456075,-83.199385,,,,
46207368,43.633676,-79.435229,,,,
24786169,41.938036,-72.529859,,,,
21954774,45.224784,-93.377396,,,,
36798679,35.038279,-89.850089,,,,
18456792,35.221267,-80.930618,,,,
44961828,40.669633,-73.917336,,,,
30122203,26.017136,-80.382921,,,,
14794973,34.101467,-118.343716,,,,
16244479,32.572304,-117.08098,,,,
21160162,43.218374,-77.698621,,,,
26108131,33.518794,-79.06914,,,,
87818468,42.272256,-71.07459,,,,
23347429,38.369567,-98.774693,,,,
38789350,33.47735,-112.237215,,,,
17785063,27.115511,-82.387963,,,,
18325739,40.605315,-74.426095,,,,
88368006,33.121573,-96.653097,,,,
55460079,35.2873,-80.754547,,,,
46984456,40.535313,-111.914974,,,,
19118789,33.688858,-84.497172,,,,
31318260,40.890189,-73.839345,,,,
30942590,37.548988,-77.445326,,,,
28451062,35.904527,-78.9417,,,,
50544681,40.764068,-73.976541,,,,
27648251,35.152864,-80.834257,,,,
25600042,45.512167,-123.023995,,,,
21586174,34.087801,-117.673389,,,,
28311807,38.567373,-121.475307,,,,
14984576,41.551346,-72.928268,,,,
17326123,32.368364,-96.638205,,,,
23601412,38.378753,-82.288908,,,,
34537733,40.882055,-73.900571,,,,
46817542,26.210357,-80.217656,,,,
21312897,41.530684,-81.449265,,,,
18587955,40.751184,-73.990657,,,,
58630412,40.798492,-73.126684,,,,
43983117,42.348457,-87.86948,,,,
71278862,38.870573,-77.15226,,,,
29221135,43.729522,-79.278607,,,,
24600850,42.049903,-83.291115,,,,
26951955,33.846004,-84.373714,,,,
24909963,40.898076,-73.964037,,,,
37830702,42.274928,-83.743468,,,,
40624406,38.332495,-85.539719,,,,
75055678,35.313765,-80.803109,,,,
18653468,39.934308,-82.842791,,,,
20028122,42.310725,-88.989193,,,,
26124574,32.916641,-97.034291,,,,
17072415,33.828159,-84.382692,,,,
40542256,40.720321,-74.234056,,,,
27001124,40.762975,-73.974022,,,,
23078278,40.751507,-74.003977,,,,
65978662,39.907654,-82.826265,,,,
27740892,30.333306,-97.682377,,,,
32153898,35.250281,-80.845609,,,,
56918316,40.823799,-73.906574,,,,
19777806,40.900438,-73.896959,,,,
20488494,33.375873,-86.815265,,,,
42269405,33.767028,-117.923214,,,,
82542896,35.500695,-77.324641,,,,
28598577,43.166506,-77.644404,,,,
36872498,41.731754,-87.60231,,,,
67305779,41.767109,-87.576958,,,,
30761268,40.663531,-73.956847,,,,
38977847,40.750668,-73.987071,,,,
26011460,45.022749,-79.326081,,,,
29032761,43.050392,-83.757451,,,,
10887482,30.173267,-97.814758,,,,
25100603,38.690825,-77.228829,,,,
30507326,40.781794,-74.031355,,,,
50102592,33.386552,-111.72098,,,,
37550816,26.623285,-81.846566,,,,
62888929,40.659276,-73.940134,,,,
18243911,25.675475,-80.319357,,,,
17932343,38.851699,-77.378252,,,,
25030262,45.540855,-112.342731,,,,
19734863,43.063292,-89.518762,,,,
88784953,41.060241,-73.697478,,,,
34414936,33.96513,-117.332921,,,,
55618276,47.65383,-117.421247,,,,
17787341,42.522251,-83.368338,,,,
22807951,41.923562,-73.967802,,,,
36299102,33.973726,-118.345669,,,,
31328997,33.655037,-84.476686,,,,
15851872,40.734349,-74.002573,,,,
18440545,35.316632,-78.055422,,,,
17117395,29.603303,-98.545218,,,,
26640740,33.957514,-84.408527,,,,
31334757,40.656974,-73.889733,,,,
26696964,37.847277,-122.117937,,,,
30916967,29.769747,-95.215948,,,,
15073640,41.117097,-83.15769,,,,
25452905,33.529228,-84.65515,,,,
19480940,40.665044,-73.78673,,,,
33447786,42.089374,-76.212047,,,,
21372810,44.277158,-88.290796,,,,
23883837,38.156352,-84.891694,,,,
38273393,39.053404,-76.929579,,,,
19456372,34.690887,-112.447837,,,,
41904590,42.979727,-78.760158,,,,
17891705,40.812204,-73.952621,,,,
27091323,34.035906,-117.925454,,,,
19890556,43.655493,-79.384041,,,,
21215978,26.589237,-81.799278,,,,
29118528,38.803449,-94.514077,,,,
18260354,40.759206,-73.981505,,,,
21406083,33.528193,-101.852526,,,,
19218822,33.919677,-118.283627,,,,
84189575,40.710284,-73.728166,,,,
36594058,34.241095,-116.878757,,,,
15458701,39.96691,-76.836361,,,,
26517902,40.760445,-73.989826,,,,
71432941,26.171645,-98.2923,,,,
29614483,40.70276,-73.724931,,,,
79873066,43.059966,-87.920819,,,,
5390742,40.413212,-79.91333,,,,
19030423,40.87736,-73.868508,,,,
28205465,33.848617,-84.362502,,,,
21332380,40.726701,-73.847216,,,,
18743710,39.331515,-84.28767,,,,
29178608,29.714888,-90.563204,,,,
73507235,40.661433,-73.920437,,,,
19743140,36.119858,-115.169868,,,,
25248165,33.859809,-117.876945,,,,
28264918,40.734864,-73.86816,,,,
55902631,42.355674,-71.077892,,,,
15901098,39.928791,-75.168999,,,,
65552811,35.030227,-79.054492,,,,
36253000,40.069655,-79.901593,,,,
44302766,33.789312,-117.928743,,,,
26354095,41.355221,-72.93228,,,,
61202866,41.413878,-73.286731,,,,
26542515,34.714765,-86.593443,,,,
34005428,39.890052,-75.288215,,,,
26076574,40.692781,-73.797033,,,,
21838580,40.702694,-73.724906,,,,
58414495,33.778343,-84.405896,,,,
24748476,40.00628,-82.936576,,,,
85713341,40.901797,-74.000488,,,,
29904071,42.30986,-83.349824,,,,
21949173,34.095653,-118.311985,,,,
49373105,40.733543,-74.07219,,,,
52197292,38.26907,-122.015954,,,,
43286980,34.018395,-118.34822,,,,
44245449,25.78069,-80.132169,,,,
56156618,37.177469,-93.225076,,,,
59345655,34.166109,-117.283547,,,,
35545550,42.525911,-96.36917,,,,
32252367,39.649521,-84.237586,,,,
15516112,41.499549,-81.683297,,,,
24568273,37.035482,-76.3521,,,,
21053906,34.207006,-118.550371,,,,
42525140,34.107148,-117.55124,,,,
35340757,40.652616,-73.905725,,,,
8847832,34.087377,-118.376966,,,,
23118297,43.69045,-79.748132,,,,
32203227,41.019614,-73.630692,,,,
39657948,33.922835,-84.282792,,,,
65708509,40.757411,-73.985888,,,,
18319817,41.409768,-81.643381,,,,
103963387,33.477058,-80.873058,,,,
17285605,40.753071,-73.978241,,,,
25526758,41.505619,-74.010388,,,,
50512359,33.959952,-117.406768,,,,
17195499,38.673439,-77.24681,,,,
27173358,35.639405,-97.609291,,,,
86196721,40.76872,-73.980912,,,,
57393650,33.712301,-117.893974,,,,
25952755,34.053357,-118.361335,,,,
26665460,40.736664,-73.891023,,,,
22856181,39.581931,-76.098348,,,,
54034960,37.90135,-122.304993,,,,
22121034,37.609815,-122.179223,,,,
16531960,36.848683,-76.016933,,,,
54075476,40.75862,-73.87807,,,,
33407482,33.965049,-117.398226,,,,
30614011,35.753592,-78.593589,,,,
29123068,40.725967,-73.99846,,,,
87081469,33.904177,-84.002557,,,,
27271678,35.032871,-85.278528,,,,
33702400,40.656593,-73.916583,,,,
17850882,32.310727,-106.746032,,,,
23821296,39.493911,-104.709788,,,,
25076231,40.663134,-73.845049,,,,
15909384,39.503805,-119.766489,,,,
18499582,28.604283,-81.296042,,,,
30339159,40.669319,-73.939217,,,,
48464399,40.831988,-73.895413,,,,
21348880,38.912236,-77.026297,,,,
12739092,33.33688,-111.81526,,,,
20469166,25.80782,-80.282676,,,,
26067478,29.086963,-110.976778,,,,
19808791,34.102515,-118.154175,,,,
14792111,33.88168,-84.470322,,,,
22117125,37.437517,-121.144782,,,,
24437286,25.738106,-80.318696,,,,
4260391,32.902442,-117.180362,,,,
15335977,28.108007,-81.964055,,,,
33776171,34.697863,-82.78764,,,,
35832364,32.389541,-93.816876,,,,
30131634,40.623387,-73.917237,,,,
18268718,33.590185,-101.886776,,,,
17604701,34.446893,-93.091814,,,,
72925744,33.820658,-116.445626,,,,
50732536,34.026366,-118.171691,,,,
26960435,34.080226,-118.326825,,,,
56222262,40.74514,-73.998229,,,,
66386697,29.920697,-95.564316,,,,
28500537,29.738163,-95.381901,,,,
77403722,37.492674,-121.947765,,,,
70689339,37.987948,-84.146873,,,,
38074849,34.31484,-77.865892,,,,
15589951,40.803839,-73.947669,,,,
30097984,40.775576,-74.240717,,,,
39346756,44.512905,-88.002323,,,,
80937542,25.674231,-80.415376,,,,
25256519,33.722326,-118.290365,,,,
20120136,43.793169,-79.255375,,,,
36979273,36.999636,-121.558945,,,,
25526858,42.281114,-82.753878,,,,
46579810,26.272097,-80.232313,,,,
14959183,35.031881,-85.153341,,,,
17547856,25.954512,-80.286637,,,,
72720977,40.702597,-73.947895,,,,
19210915,39.79761,-86.26372,,,,
26329683,41.032864,-73.778878,,,,
56296603,37.741605,-122.495094,,,,
25993813,45.514111,-122.454081,,,,
22766167,42.542777,-70.981422,,,,
38593112,40.667246,-73.930751,,,,
29770329,38.936361,-77.02929,,,,
46334556,41.47915,-81.59016,,,,
49824349,40.750874,-73.426181,,,,
18874975,30.031315,-95.50286,,,,
7215982,39.902705,-86.063352,,,,
36766305,37.041573,-76.300769,,,,
55263842,33.461951,-94.074878,,,,
23976205,33.950293,-116.493196,,,,
85181028,40.757021,-73.907572,,,,
78233702,40.896264,-74.026513,,,,
14148198,40.807685,-73.974995,,,,
1755921,42.0114,-88.3165,,,,
27796072,40.70466,-73.77563,,,,
19695036,41.777133,-87.635699,,,,
27574891,40.872457,-73.861001,,,,
14574189,39.887899,-82.836667,,,,
19592637,35.416665,-97.578951,,,,
8757872,37.501187,-121.928728,,,,
25312019,35.218842,-80.928132,,,,
34095732,40.868804,-74.164397,,,,
25559670,43.719901,-79.758462,,,,
22594168,25.724525,-80.245817,,,,
14750841,43.544468,-79.675055,,,,
23544442,33.972438,-117.350749,,,,
4113021,40.995426,-73.671087,,,,
20890239,30.150991,-97.827916,,,,
23855745,40.777828,-74.237686,,,,
30515843,40.660423,-73.714608,,,,
23306885,39.697479,-75.605535,,,,
34800262,40.875987,-73.854171,,,,
16922049,39.023035,-77.145925,,,,
21542748,42.889642,-85.702748,,,,
32817801,40.607315,-73.747455,,,,
33079947,29.492098,-95.164126,,,,
24339084,39.838247,-84.190301,,,,
22382018,38.378753,-82.288908,,,,
29942414,40.710699,-74.246082,,,,
30032527,39.351966,-74.452418,,,,
18662032,33.872449,-118.101035,,,,
25124110,39.157103,-84.630438,,,,
19325588,41.903696,-87.648261,,,,
41149078,39.225783,-76.855119,,,,
21446190,40.580444,-74.105742,,,,
21840537,40.793805,-73.933188,,,,
42770543,39.005148,-77.037306,,,,
19260060,35.418953,-119.114949,,,,
69411485,42.643997,-83.210341,,,,
64004767,40.676944,-73.873921,,,,
58926229,40.674398,-74.27148,,,,
25903778,36.232944,-115.131127,,,,
41263779,40.669955,-73.929397,,,,
25389528,33.552537,-101.917104,,,,
17531557,37.234388,-77.432657,,,,
49390246,40.750242,-73.988922,,,,
88130215,37.572561,-77.385811,,,,
19915432,38.613621,-92.2141,,,,
860841,40.779113,-73.953679,,,,
18711210,36.119308,-115.212399,,,,
35955371,37.947103,-122.269446,,,,
16007853,38.626888,-121.347005,,,,
22217391,43.87263,-91.192721,,,,
27452080,35.227202,-80.83773,,,,
37044339,40.832539,-73.850493,,,,
9220072,40.75,-73.997,,,,
29991606,40.640357,-73.947611,,,,
74367671,38.916077,-76.995054,,,,
43472009,29.957025,-95.273543,,,,
24576700,39.297979,-76.626653,,,,
14361277,37.29385,-122.031916,,,,
48898750,36.18665,-115.143363,,,,
28000959,37.216986,-77.388338,,,,
81682398,39.059249,-77.11831,,,,
18983712,43.044881,-87.901155,,,,
21734083,34.184384,-118.557217,,,,
27394758,36.308233,-82.384835,,,,
21792204,33.777336,-118.141794,,,,
46150142,40.657759,-73.649237,,,,
22176459,33.771561,-118.169309,,,,
23509785,27.79764,-97.414353,,,,
43555397,35.842112,-86.362668,,,,
54387675,33.801203,-84.400334,,,,
18145999,40.617878,-73.929734,,,,
55595128,41.666002,-87.701289,,,,
35912388,40.714269,-74.005972,,,,
24871638,40.842854,-73.837873,,,,
35676887,33.790206,-84.392021,,,,
38363864,38.595941,-121.41253,,,,
33901348,42.29498,-83.683963,,,,
28492506,40.684488,-73.683792,,,,
40592091,40.742261,-74.21751,,,,
24580218,40.468658,-79.921735,,,,
66755365,34.096153,-118.368732,,,,
28203019,43.02203,-76.117193,,,,
40846049,40.89721,-73.773906,,,,
23954147,35.767629,-78.632121,,,,
44851940,34.15488,-118.398834,,,,
32408293,34.028462,-118.451346,,,,
26809809,38.864617,-77.384242,,,,
17572584,40.817564,-73.913264,,,,
26239721,40.731386,-73.996572,,,,
31589098,26.009684,-80.333237,,,,
36558290,33.967632,-118.385793,,,,
74629871,41.033671,-73.769066,,,,
90079984,47.147444,-122.142236,,,,
76407537,35.740968,-78.590112,,,,
19202804,36.168655,-86.80354,,,,
28140277,38.399108,-104.626393,,,,
20390646,41.621856,-81.441001,,,,
27796216,40.063,-83.036159,,,,
41534201,32.835362,-96.959751,,,,
23670911,33.859769,-118.198553,,,,
29221628,39.743448,-89.702671,,,,
38781695,40.623775,-73.938697,,,,
28132096,43.589009,-84.775801,,,,
19899137,43.764292,-79.732801,,,,
41199772,34.169097,-84.435283,,,,
40608518,39.479116,-74.970697,,,,
56232748,34.188694,-79.82694,,,,
23012106,40.692087,-73.90271,,,,
25065193,39.033883,-95.690876,,,,
48546572,41.280134,-72.982137,,,,
17908493,40.646144,-73.950741,,,,
49351469,34.156624,-99.306572,,,,
22536977,35.074323,-79.005077,,,,
27347019,40.72375,-73.613681,,,,
81158932,43.60207,-84.77292,,,,
22554499,35.786031,-119.24916,,,,
27465134,37.058321,-76.427042,,,,
17531672,44.067711,-123.100347,,,,
